text,ipa
"ন া র ী - প ু র ু ষ ,","n ɐ ɾ i - p u ɾ u ʃ ,"
ক ল ম ্ ব ো র,k ɔ l o m b o ɾ
প ্ র জ ন ্ ম ই,p ɾ o ɟ ɔ n m o ͡ i ̯
চ ৌ ধ ু র ী,c o ͡ u ̯ d ̪ ʱ u ɾ i
র ট া ন ।,ɾ ɔ t ɐ n ।
স ্ ম র ণ ী য় ।,ʃ ɔ ɾ o n i ʲ o ।
প র ম ে শ ্ ব র,p o ɾ m e ʃ ʃ ɔ ɾ
আ হ ্ ল া দ ি ত ।,ɐ h l ɐ d ̪ i t ̪ o ।
প ্ র ে র ি ত,p ɾ e ɾ i t ̪ o
ব ি দ া য়,b i d ̪ ɐ ʲ
খ া ন ে ক,k ʰ ɐ n e k
প ু র ঃ প ্ র ক ৌ শ ল ী,p u ɾ o p ɾ o k o ͡ u ̯ ʃ o l i
র া ঞ ্ জ ু র,ɾ ɐ n ɟ u ɾ
অ প চ ে ষ ্ ট া য়,ɔ p o c e ʃ t ɐ ʲ
জ য় গ ু ন,ɟ ɔ ʲ g u n
ব ি স ি স ি র,b i ʃ i s i ɾ
উ দ ্ ধ া র ক র ্ ম ী র া,u d ̪ d ̪ ʱ ɐ ɾ o k ɔ ɾ m i ɾ ɐ
স ঙ ্ গ ত ি,ʃ ɔ ŋ g o t ̪ i
এ ক ঘ ণ ্ ট া,ɛ k g ʱ ɔ n t ɐ
ই ক ব া ল,i k b ɐ l
ড ি উ ট ি,d i ͡ u ̯ t i
অ ধ স ্ ত ন,ɔ d ̪ ʱ o s t ̪ o n
ক ূ প,k u p
ক ল ্ প ন া ও,k ɔ l p o n ɐ ͡ o ̯
হ া ট া ব,h ɐ t ɐ b
স ন া ত ন,ʃ ɔ n ɐ t ̪ ɔ n
হ া স া ন ে র,h ɐ s ɐ n e ɾ
"য ো গ া য ো গ ,","ɟ o g ɐ ɟ o g ,"
স া জ ি য় ে,ʃ ɐ ɟ i ʲ e
প ্ ল ্ য া ট ফ র ্ ম,p l ɛ t p ʰ ɔ ɾ m
শ া ল ি ক া,ʃ ɐ l i k ɐ
ট ি আ ই ব ি,t i ͡ ɐ ̯ ͡ i ̯ b i
ব গ ু ড় া,b ɔ g u ɽ ɐ
আ শ ঙ ্ ক া জ ন ক,ɐ ʃ o ŋ k ɐ ɟ ɔ n o k
আ ন ্ ত র ি ক ।,ɐ n t ̪ o ɾ i k ।
দ া র ু ণ ।,d ̪ ɐ ɾ u n ।
প ্ র ে র ক ে র,p ɾ e ɾ k e ɾ
অ প ব ্ য ব হ া র,ɔ p o b ɛ b o h ɐ ɾ
স ে র া,ʃ e ɾ ɐ
"স ফ ি প ু র ,","ʃ o p ʰ i p u ɾ ,"
অ ফ শ ো র,ɔ p ʰ o ʃ o ɾ
ম ে ট ্ র ো র ে ল ে র,m e t ɾ o ɾ e l e ɾ
প দ ো ন ্ ন ত ি ও,p ɔ d ̪ o n n o t ̪ i ͡ o ̯
"ক ু র ্ দ ি ,","k u ɾ d ̪ i ,"
শ ী ত ব স ্ ত ্ র,ʃ i t ̪ b o s t ̪ ɾ o
এ ট া ই,e t ɐ ͡ i ̯
আ ক ট ক ৃ ত র া,ɐ k t k ɾ i t ̪ ɔ ɾ ɐ
স ু র ঙ ্ গ া,ʃ u ɾ ɔ ŋ g ɐ
ক ম র,k ɔ m o ɾ
ব ন ্ য া র ্ ত দ ে র,b o n n ɐ ɾ t ̪ o d ̪ e ɾ
অ র ্ থ ন ৈ ত ি ক,ɔ ɾ t ̪ ʰ o n o ͡ i ̯ t ̪ i k
ব ৈ ধ ।,b o ͡ i ̯ d ̪ ʱ o ।
ব ি শ ্ ব ব ি দ ্ য া ল য় - ক ্ য া ম ্ প া স ে,b i ʃ ʃ o b i d ̪ d ̪ ɐ l ɔ ʲ o - k ɛ m p ɐ ʃ e
উ ন ্ ন য় ন ।,u n n ɔ ʲ o n ।
অ ক ৃ ত ্ র ি ম,ɔ k ɾ i t ̪ ɾ i m
ক ম ি উ ন ি ক ে শ ন,k ɔ m i ͡ u ̯ n i k e ʃ o n
ব া স ্ ত ব ত া,b ɐ s t ̪ ɔ b ɔ t ̪ ɐ
ত া ম া ক ে র,t ̪ ɐ m ɐ k e ɾ
ক া থ ু ল ী,k ɐ t ̪ ʰ u l i
ক ্ র ম া গ ত,k ɾ o m ɐ g ɔ t ̪ o
ফ ল ি,p ʰ o l i
ন ্ য া য ্ য ম ূ ল ্ য,n ɛ ɟ ɟ o m u l l o
ম ো জ হ া র ু ল,m o ɟ h ɐ ɾ u l
স ে ঞ ্ চ ু র ি,ʃ e n c u ɾ i
দ ্ ব ী প ে,d ̪ i p e
প ু ত ্ র ব ধ ূ,p u t ̪ ɾ o b o d ̪ ʱ u
প ো ড় া ও য় ে র,p o ɽ ɐ ͡ o ̯ ʲ e ɾ
স ে জ ন ্ য ।,ʃ e ɟ o n n o ।
স ি ং - হ ্ য া জ ে ল,ʃ i ŋ - h ɛ ɟ e l
ম া ল ি ক র া ।,m ɐ l i k ɔ ɾ ɐ ।
প া ন ি ব ন ্ দ ি,p ɐ n i b ɔ n d ̪ i
র া ম ে ক,ɾ ɐ m e k
স ং ক ট ক া ল ী ন,ʃ ɔ ŋ k ɔ t k ɐ l i n
শ ো ব ি জ ে,ʃ o b i ɟ e
উ ই,u ͡ i ̯
দ ব ি র উ দ ্ দ ি ন ে র,d ̪ o b i ɾ o ͡ u ̯ d ̪ d ̪ i n e ɾ
শ ্ র ো ত া দ ে র,s ɾ o t ̪ ɐ d ̪ e ɾ
ভ ি ট ব ি ল া,b ʱ i t b i l ɐ
ব ্ য র ্ থ ত া,b ɛ ɾ t ̪ ʰ o t ̪ ɐ
স ো হ া গ,ʃ o h ɐ g
অ ন ু ম ি ত ভ া ব ে ই,o n u m i t ̪ o b ʱ ɐ b e ͡ i ̯
ন ত জ া ন ু,n ɔ t ̪ o ɟ ɐ n u
স া র া ন ো র,ʃ ɐ ɾ ɐ n o ɾ
দ ো ক া ন দ া র,d ̪ o k ɐ n d ̪ ɐ ɾ
চ ু ক ্ ত ি র,c u k t ̪ i ɾ
ভ ি ড় ে র,b ʱ i ɽ e ɾ
শ ট ই,ʃ ɔ t i
স ্ থ ল স ী ম া ন ্ ত,s t ̪ ʰ ɔ l ʃ i m ɐ n t ̪ o
ন ন ্ দ ন ম ঞ ্ চ ে,n o n d ̪ o n m ɔ n c e
ই জ ি ব া ই ক,i ɟ i b ɐ ͡ i ̯ k
"ই ল ি য় া স ,","i l i ʲ ɐ s ,"
ত া ল ি ক া য়,t ̪ ɐ l i k ɐ ʲ
দ ল গ ু ল ো র,d ̪ ɔ l g u l o ɾ
প র ি ব ে শ ে র,p o ɾ i b e ʃ e ɾ
ন ি য় ো গ ে,n i ʲ o g e
আ ন ্ ড া র র া ই ট ি ং,ɐ n d ɐ ɾ ɾ ɐ ͡ i ̯ t i ŋ
চ া ল ি ক া শ ক ্ ত ি ।,c ɐ l i k ɐ ʃ o k t ̪ i ।
ম হ া ম া য় া,m ɔ h ɐ m ɐ ʲ ɐ
দ া য়,d ̪ ɐ ʲ
স া জ ে ।,ʃ ɐ ɟ e ।
ই উ য় ি স,i ͡ u ̯ ʲ i s
র া ই ল ্ য া ন ্ ড,ɾ ɐ ͡ i ̯ l ɛ n d
চ ি য় ে ভ ো র,c i ʲ e b ʱ o ɾ
ব র ্ ম ণ ।,b ɔ ɾ m o n ।
জ া ম া ল,ɟ ɐ m ɐ l
য ু দ ্ ধ ব ি ম া ন ে র,ɟ u d ̪ d ̪ ʱ o b i m ɐ n e ɾ
স ্ থ া ন ী য় র া ও ।,s t ̪ ʰ ɐ n i ʲ o ɾ ɐ ͡ o ̯ ।
ব ি ন ি য় ো গ স হ,b i n i ʲ o g ʃ ɔ h o
ব ্ য ব স া য় ী ক ে,b ɛ b ʃ ɐ ʲ i k e
ই শ া র া - ই ঙ ্ গ ি ত ে,i ʃ ɐ ɾ ɐ - i ŋ g i t ̪ e
ফ ু ল,p ʰ u l
ক ্ র ি ক ে ট ব র ি শ া ল ে র,k ɾ i k e t b o ɾ i ʃ ɐ l e ɾ
"র ো ব ট ,","ɾ o b t ,"
ট ে স ্ ট,t e s t
স ্ ব ন ন,ʃ ɔ n o n
প ্ র জ ন ন,p ɾ o ɟ ɔ n o n
র ই ল ।,ɾ o ͡ i ̯ l ।
জ ি ত ল ে ও,ɟ i t ̪ ɔ l e ͡ o ̯
অ স ু স ্ থ,ɔ ʃ u s t ̪ ʰ o
প ি এ স জ ি র,p i ͡ e ̯ ʃ o ɟ i ɾ
স ক া ল ে র,ʃ ɔ k ɐ l e ɾ
এ ফ ড ি স ি ত ে ।,e p ʰ d i s i t ̪ e ।
র ু ক ন দ ে র,ɾ u k n d ̪ e ɾ
ভ া গ ্ য ো ন ্ ন য় ন,b ʱ ɐ g g o n n ɔ ʲ o n
অ চ ি ন ্ ত,ɔ c i n t ̪ o
ক ড় ি ক া ন ্ দ ি ত ে,k o ɽ i k ɐ n d ̪ i t ̪ e
ধ া ও য় া ন ।,d ̪ ʱ ɐ ͡ o ̯ ʷ ɐ n ।
দ া ঁ ত,d ̪ ɐ ̃ t ̪
ল ি ং ক ে র,l i ŋ k e ɾ
ফ র ে ন,p ʰ ɔ ɾ e n
গ ু প ্ ত চ র স হ,g u p t ̪ o c ɾ ʃ ɔ h o
ট া ই ব ্ র ে ক া র ে,t ɐ ͡ i ̯ b ɾ e k ɐ ɾ e
দ খ ল ে,d ̪ ɔ k ʰ l e
প ্ র ত ি ন ি ধ ি প ু ক ু র ে র,p ɾ o t ̪ i n i d ̪ ʱ i p u k u ɾ e ɾ
অ র ্ ঘ ্ য র ে,ɔ ɾ g ʱ o ɾ e
ক ্ র ী ড় া ল ে খ ক,k ɾ i ɽ ɐ l e k ʰ ɔ k
দ ল গ ু ল ো ক ে ও,d ̪ ɔ l g u l o k e ͡ o ̯
অ প র ি ব র ্ ত ন ী য়,ɔ p o ɾ i b ɔ ɾ t ̪ o n i ʲ o
ব হ ্ ন ি শ ি খ া ।,b ɔ n n i ʃ i k ʰ ɐ ।
ঝ ু ল ত ে,ɟ ʱ u l t ̪ e
প ্ র য ় ো জ ন ।,p ɾ o ʲ o ɟ o n ।
আ ম া ন ী প ু র,ɐ m ɐ n i p u ɾ
ফ ু ড,p ʰ u d
জ ো ন া ল,ɟ o n ɐ l
প ্ র ত ি র ো ধ ে,p ɾ o t ̪ i ɾ o d ̪ ʱ e
য ৎ স া ম া ন ্ য,ɟ ɔ t ̪ ʃ ɐ m ɐ n n o
র ং গ ী র ক ু ল,ɾ ɔ ŋ g i ɾ k u l
প া ন ্ ড া র খ া ল,p ɐ n d ɐ ɾ k ʰ ɐ l
চ ল,c ɔ l
‘ ম ঙ ্ গ ল ব া র,‘ m o ŋ g o l b ɐ ɾ
শ খ,ʃ ɔ k ʰ
ম ি ল ন ে র,m i l ɔ n e ɾ
আ ম া জ ন ে র,ɐ m ɐ ɟ ɔ n e ɾ
প র ি ষ দ ।,p o ɾ i ʃ ɔ d ̪ ।
ব ো ভ ে দ া,b o b ʱ e d ̪ ɐ
ক া র া ন ্ ত র ী ণ,k ɐ ɾ ɐ n t ̪ o ɾ i n
"প ্ র জ ন ন ,","p ɾ o ɟ ɔ n o n ,"
ক ু ল ছ ু ম া,k u l c ʰ u m ɐ
ব ি র ূ প,b i ɾ u p
ল ে খ া ট ি,l e k ʰ ɐ t i
আ দ র ে র,ɐ d ̪ o ɾ e ɾ
ধ র ্ ম গ ঞ ্ জ,d ̪ ʱ ɔ ɾ m o g ɔ n ɟ
অ ন ে ক ক ে,ɔ n e k k e
স ্ ট ো ন ে র,s t o n e ɾ
ই উ প ি ত ে,i ͡ u ̯ p i t ̪ e
আ ক ু ত ি,ɐ k u t ̪ i
উ ত ্ ত ো ল ন,u t ̪ t ̪ o l o n
প ি আ ই ব ি ।,p i ͡ ɐ ̯ ͡ i ̯ b i ।
প ্ র ি ত ম,p ɾ i t ̪ ɔ m
উ প ে ক ্ ষ া,u p e k k ʰ ɐ
প র ্ য ন ্ ত ।,p o ɾ ɟ o n t ̪ o ।
ক ি ন ছ ে ন,k i n c ʰ e n
স ু য ো গ গ ু ল ো,ʃ u ɟ o g g u l o
"আ ত ঙ ্ ক জ ন ক ,","ɐ t ̪ o ŋ k o ɟ ɔ n k ,"
চ া ল ি ক া ই,c ɐ l i k ɐ ͡ i ̯
ফ ু ট ব ল ব ি শ ্ ব ।,p ʰ u t b o l o b i ʃ ʃ o ।
ক া প স ণ ্ ড া,k ɐ p ʃ ɔ n d ɐ
ব ি র ু দ ্ ধ ে ও,b i ɾ u d ̪ d ̪ ʱ e ͡ o ̯
আ ফ জ া ল ে র,ɐ p ʰ ɟ ɐ l e ɾ
ক া ঠ া ল ব া ড় ি,k ɐ t ʰ ɐ l b ɐ ɽ i
র ‌ ্ য া ব,ɾ ɛ b o
স র দ া র ে র,ʃ ɔ ɾ d ̪ ɐ ɾ e ɾ
ই ল ন ক ে,i l o n k e
ট ে ব ি ল,t e b i l
ত ি র ো হ ি ত,t ̪ i ɾ o h i t ̪ o
চ ল া ও,c ɔ l ɐ ͡ o ̯
গ া ই ড ল া ই ন ে র,g ɐ ͡ i ̯ d l ɐ ͡ i ̯ n e ɾ
ব ো ধ গ ম ্ য,b o d ̪ ʱ g o m m o
স ্ প ্ র ে,s p ɾ e
অ ভ ি জ ্ ঞ ত া ক ে,o b ʱ i g g o t ̪ ɐ k e
ত া প স র ঞ ্ জ ন,t ̪ ɐ p ʃ ɔ ɾ o n ɟ o n
স া র ্ থ ক ত া,ʃ ɐ ɾ t ̪ ʰ o k ɔ t ̪ ɐ
থ া ন া য় ।,t ̪ ʰ ɐ n ɐ ʲ ।
ভ া ঙ ন ।,b ʱ ɐ ŋ o n ।
স া য় া হ ্ ন ে র,ʃ ɐ ʲ ɐ n ʱ e ɾ
ক র া ব ে ন,k ɔ ɾ ɐ b e n
শ ি শ ু ।,ʃ i ʃ u ।
জ ি ত ে ছ ে ।,ɟ i t ̪ e c ʰ e ।
w w w . n u . e d u . b d,. . .
ন ে ন ন ি ।,n e n n i ।
জ ন ন ী,ɟ ɔ n o n i
জ া ন ি য় ে ছ ি ।,ɟ ɐ n i ʲ e c ʰ i ।
শ ে খ া র,ʃ e k ʰ ɐ ɾ
স ্ ক ু ল ে ।,s k u l e ।
ত া ন জ ী ব - উ ল,t ̪ ɐ n ɟ i b - u l
ট া ন ে ল,t ɐ n e l
ট ্ র া ও র ে ।,t ɾ ɐ ͡ o ̯ ɾ e ।
ট ল া র ে ন ্ স,t ɔ l ɐ ɾ e n s
ক া র ণ,k ɐ ɾ o n
স ন ে ট ক ে,ʃ ɔ n e t k e
স ভ া শ ি ব গ ঞ ্ জ,ʃ ɔ b ʱ ɐ ʃ i b g ɔ n ɟ
ভ ড় া ট,b ʱ ɔ ɽ ɐ t
স ম ্ প া দ ন,ʃ ɔ m p ɐ d ̪ o n
শ ি শ ু স ন ্ ত া ন ক ে,ʃ i ʃ u ʃ ɔ n t ̪ ɐ n k e
আ ন া ম,ɐ n ɐ m
স ে ন া র,ʃ e n ɐ ɾ
হ া স ি ন া ও,h ɐ ʃ i n ɐ ͡ o ̯
ক ু ল ি ব া গ া ন,k u l i b ɐ g ɐ n
অ স ্ ট ্ র ে ল ি য় া ক ে ।,ɔ s t ɾ e l i ʲ ɐ k e ।
ক ি শ ো র গ ঞ ্ জ ে র,k i ʃ o ɾ g ɔ n ɟ e ɾ
গ ফ ু র,g o p ʰ u ɾ
"ক ড় ই ,","k ɔ ɽ i ,"
প ্ য া র ে ন ্ ট,p ɛ ɾ e n t
আ ব ্ দ ে ল,ɐ b d ̪ e l
"ন া স ি র উ দ ্ দ ি ন ,","n ɐ ʃ i ɾ u d ̪ d ̪ i n ,"
দ ম ক ল ক র ্ ম ী র া ।,d ̪ ɔ m k ɔ l k ɔ ɾ m i ɾ ɐ ।
এ ক - চ ত ু র ্ থ া ং শ ে র,ɛ k - c o t ̪ u ɾ t ̪ ʰ ɐ ŋ ʃ e ɾ
ব ি শ ্ ব দ র ব া র ে,b i ʃ ʃ o d ̪ ɔ ɾ b ɐ ɾ e
উ স,u ʃ
ক ি শ ো র,k i ʃ o ɾ
র া ষ ্ ট ্ র ভ া ষ া র,ɾ ɐ ʃ t ɾ o b ʱ ɐ ʃ ɐ ɾ
ব ্ র ে স ল ে ট,b ɾ e s l e t
উ ড,u d
র ু ম ে,ɾ u m e
ক ্ ল ি ন ি ক স হ,k l i n i k ʃ ɔ h o
ছ ব ি,c ʰ o b i
দ ি য ় ে ছ ে ন,d ̪ i ʲ e c ʰ e n
জ ু ড় ে ।,ɟ u ɽ e ।
দ ৃ ঢ় ।,d ̪ ɾ i ɽ ʱ o ।
প র ি শ ্ র ম ী,p o ɾ i s ɾ o m i
ধ র ্ ষ ি ত,d ̪ ʱ ɔ ɾ ʃ i t ̪ o
ব ি ক ে এ স প ি র,b i k e ͡ e ̯ ʃ o p i ɾ
য া চ ্ ছ ি ল ে ন,ɟ ɐ c c ʰ i l e n
অ ধ ি ষ ্ ঠ ি ত,o d ̪ ʱ i ʃ t ʰ i t ̪ o
প ্ র স ্ ত ু ত ি ত ে,p ɾ o s t ̪ u t ̪ i t ̪ e
ব ু য় ে ট ে র,b u ʲ e t e ɾ
শ ্ য া ম ন গ র ে র,ʃ ɛ m o n g ɔ ɾ e ɾ
এ ক া ড ে ম ি,ɛ k ɐ d e m i
ন ি চ ্ ছ ি ল,n i c c ʰ i l o
চ ৌ ধ ু র ী ।,c o ͡ u ̯ d ̪ ʱ u ɾ i ।
জ ে ন ে শ ু ন ে,ɟ e n e ʃ u n e
"ছ ড় ি য় ে ছ ে ন ,","c ʰ o ɽ i ʲ e c ʰ e n ,"
প র ্ য ট ক দ ে র,p o ɾ ɟ o t o k ɔ d ̪ e ɾ
অ স ্ ট ্ র ে ল ি য় া ন,ɔ s t ɾ e l i ʲ ɐ n
স ্ ট ্ য া ম ্ প ে,s t ɐ m p e
চ া র ব া র,c ɐ ɾ b ɐ ɾ
ন ি র ্ দ ে শ ন া,n i ɾ d ̪ e ʃ o n ɐ
ব ক ্ ক র ক ে,b o k k o ɾ k e
জ ে ল ে দ ে র,ɟ e l e d ̪ e ɾ
ম ু ক ্ ত ম ঞ ্ চ ে র,m u k t ̪ o m ɔ n c e ɾ
ব ণ ি ক,b o n i k
স া ন ব ি ম ।,ʃ ɐ n b i m ।
গ ৃ হ ক র ্ ম ী র,g ɾ i h o k ɔ ɾ m i ɾ
প র ো ক ্ ষ ভ া ব ে,p ɔ ɾ o k k ʰ o b ʱ ɐ b e
ব া ব া,b ɐ b ɐ
স ূ র ্ য ন া র া য় ণ প ু র,ʃ u ɾ ɟ o n ɐ ɾ ɐ ʲ o n p u ɾ
থ ে ক ে উ ঠ ে,t ̪ ʰ e k e ͡ u ̯ t ʰ e
অ ন ্ য ট ি,ɔ n n o t i
ক ্ য া স ল,k ɛ ʃ ɔ l
ক ল ে জ র,k ɔ l e ɟ ɔ ɾ
হ া স ে ম ে র,h ɐ ʃ e m e ɾ
ফ ে ব ্ র “ য় া র ি,p ʰ e b ɾ ɔ “ ʲ ɐ ɾ i
উ প দ ফ ত র,u p o d ̪ ɔ m ɔ t ̪ o ɾ
ল ি প স ্ ট ি ক ও,l i p s t i k o
প ত া ক া য় ।,p ɔ t ̪ ɐ k ɐ ʲ ।
ম ে ম ্ ব া র র া,m e m b ɐ ɾ o ɾ ɐ
উ প স হ ক া র ী,u p o ʃ ɔ h o k ɐ ɾ i
ব ি জ ্ ঞ প ্ ত ি,b i g g o p t ̪ i
দ ে ড় ট া য়,d ̪ e ɽ t ɐ ʲ
ফ ে স ব ু ক ে র,p ʰ e s b u k e ɾ
ল া ভ ল ু,l ɐ b ʱ l u
ঢ া ক া য়,d ʱ ɐ k ɐ ʲ
হ া স প া ত া ল ।,h ɐ ʃ p ɐ t ̪ ɐ l ।
র া য় গ ঞ ্ জ,ɾ ɐ ʲ g ɔ n ɟ
গ ু র ু দ ্ ব া র া র,g u ɾ u d ̪ b ɐ ɾ ɐ ɾ
ক ু ই ল া,k u ͡ i ̯ l ɐ
আ ব ছ া র ে র,ɐ b c ʰ ɐ ɾ e ɾ
ব ি চ া র ক া জ,b i c ɐ ɾ k ɐ ɟ
হ য ় ে ছ ি ল ।,h o ʲ e c ʰ i l o ।
গ ণ ভ ব ন,g ɔ n o b ʱ ɔ b o n
স া য় ে দ া ব া দ ে র,ʃ ɐ ʲ e d ̪ ɐ b ɐ d ̪ e ɾ
ব া জ া র স ্ থ,b ɐ ɟ ɐ ɾ o s t ̪ ʰ o
স ম ক া ম ী র া,ʃ ɔ m k ɐ m i ɾ ɐ
স া ধ া র ণ স ম ্ প া দ ক,ʃ ɐ d ̪ ʱ ɐ ɾ o n ʃ ɔ m p ɐ d ̪ o k
ট প ক ে,t ɔ p o k e
শ া ব ন ূ র ে র,ʃ ɐ b o n u ɾ e ɾ
জ ন ক ল ্ য া ণ ে র,ɟ ɔ n o k ɔ l ɛ n e ɾ
হ ন ্ স ।,h ɔ n ʃ o ।
চ ু ল া,c u l ɐ
ম ো গ া দ ি স ু র,m o g ɐ d ̪ i ʃ u ɾ
ব র ং,b ɔ ɾ o ŋ
ট ু ল স,t u l s
স ্ থ ি র চ ি ত ্ র ও,s t ̪ ʰ i ɾ o c i t ̪ ɾ o ͡ o ̯
ক া ন ি জ,k ɐ n i ɟ
ব র ্ ণ ে র,b ɔ ɾ n e ɾ
জ া দ ু ঘ র ে ই,ɟ ɐ d ̪ u g ʱ ɔ ɾ e ͡ i ̯
ত া হ ে র ক ে,t ̪ ɐ h e ɾ k e
"ব ঙ ্ গ ব ন ্ ধ ু ,","b ɔ ŋ g o b o n d ̪ ʱ u ,"
ব ড় া ই গ ্ র া ম,b ɔ ɽ ɐ ͡ i ̯ g ɾ ɐ m
"ম া জ ে দ ,","m ɐ ɟ e d ̪ ,"
ক র ্ ম ঘ ণ ্ ট া,k ɔ ɾ m o g ʱ ɔ n t ɐ
ব া দ ী র,b ɐ d ̪ i ɾ
এ ল ি ট া,e l i t ɐ
ভ া ই ক ি ং স ে র ।,b ʱ ɐ ͡ i ̯ k i ŋ ʃ e ɾ ।
ব ি শ ্ ব ম ্ ভ র প ু র,b i ʃ ʃ ɔ m b ʱ o ɾ p u ɾ
এ ক ব ু ক,e k b u k
"স ি এ ন জ ি ,","s i ͡ e ̯ n ɟ i ,"
ম ন ো জ ্ ঞ,m ɔ n o g g o
"ল ু ট প া ট ,","l u t p ɐ t ,"
ঘ া স ে র,g ʱ ɐ ʃ e ɾ
র স ু ল গ ঞ ্ জ,ɾ o ʃ u l g o n ɟ
ন ি ন ্ দ া ও,n i n d ̪ ɐ ͡ o ̯
ঘ ট ে ন ি,g ʱ ɔ t e n i
উ ভ য়,u b ʱ ɔ ʲ
ভ ক ্ ত ই,b ʱ o k t ̪ o ͡ i ̯
ব ি ছ া ন া য়,b i c ʰ ɐ n ɐ ʲ
ব র খ ে ল া প,b ɔ ɾ k ʰ e l ɐ p
স ন ্ দ ্ ব ী প ই,ʃ ɔ n d ̪ o ͡ i ̯ p i
প ি ন,p i n
ক ্ ল া য় ে ন ্ ট ে র,k l ɐ ʲ e n t e ɾ
আ ব া স স ্ থ ল ে র,ɐ b ɐ ʃ s t ̪ ʰ ɔ l e ɾ
ত ো ল ে,t ̪ o l e
আ র ্ ত ম া ন ব ত া র,ɐ ɾ t ̪ o m ɐ n ɔ b ɔ t ̪ ɐ ɾ
দ ো ষ া র ো প,d ̪ o ʃ ɐ ɾ o p
ব স ু ন ্ ধ র া,b o ʃ u n d ̪ ʱ o ɾ ɐ
ম দ র ি স,m o d ̪ o ɾ i s
ম ু ল ত া ন,m u l t ̪ ɐ n
হ ো শ ি র,h o ʃ i ɾ
স দ স ্ য ।,ʃ ɔ d ̪ o ʃ ʃ o ।
শ ত ভ া গ,ʃ ɔ t ̪ o b ʱ ɐ g
ড ি ফ া র ে ন ্ ট,d i p ʰ ɐ ɾ e n t
ক া ঁ দ া ন ে,k ɐ ̃ d ̪ ɐ n e
ন া শ ক ত া ম ূ ল ক,n ɐ ʃ o k ɔ t ̪ ɐ m u l o k
ক ে ক ।,k e k ।
স া ন ড ে,ʃ ɐ n d e
ফ ল,p ʰ ɔ l
আ গ ্ র হ ে,ɐ g ɾ o h e
খ ু ঁ ট ি ত ে,k ʰ u ̃ t i t ̪ e
"প ে ঁ প ে ,","p e ̃ p e ,"
জ ন ক ল ্ য া ণ,ɟ ɔ n o k ɔ l ɛ n
‘ ক ো চ ে র,‘ k o c e ɾ
ড ্ র ে ন ে জ,d ɾ e n e ɟ
হ ে র ে ছ ি ল,h e ɾ e c ʰ i l o
ন ে ই ল ক া ট া র,n e ͡ i ̯ l k ɐ t ɐ ɾ
র া জ ম ি স ্ ত ্ র ি র া,ɾ ɐ ɟ m i s t ̪ ɾ i ɾ ɐ
জ া ক া ত,ɟ ɐ k ɐ t ̪
"স ঙ ্ গ ে ,","ʃ ɔ ŋ g e ,"
প ্ র জ া ত ন ্ ত ্ র,p ɾ o ɟ ɐ t ̪ ɔ n t ̪ ɾ o
প ড় ে ছ ে ন,p o ɽ e c ʰ e n
ঘ া ড়,g ʱ ɐ ɽ
র া গ ব ি ব ্ য া ম ্ ব,ɾ ɐ g o b i b ɛ m b o
প শ ু হ া ট গ ু ল ো ত ে,p o ʃ u h ɐ t g u l o t ̪ e
"উ জ ি র প ু র ,","u ɟ i ɾ p u ɾ ,"
ম া ই ক ্ র ো ব া স ে,m ɐ ͡ i ̯ k ɾ o b ɐ ʃ e
স া র া দ ে শ ে ই,ʃ ɐ ɾ ɐ d ̪ e ʃ e ͡ i ̯
ব ি র া ট,b i ɾ ɐ t
র া ব ি র,ɾ ɐ b i ɾ
এ ড় া য়,e ɽ ɐ ʲ
ড া ল ি ম,d ɐ l i m
স ু র ক ্ ষ া,ʃ u ɾ o k k ʰ ɐ
ক র ে ছ ি ল া ম ।,k o ɾ e c ʰ i l ɐ m ।
ক ল ্ প ন া ।,k ɔ l p o n ɐ ।
স ে ল ি ব ্ র ে ট ি ।,s e l i b ɾ e t i ।
ব ি দ ে হ ি,b i d ̪ e h i
ন গ র ক া ন ্ দ া,n ɔ g o ɾ o k ɐ n d ̪ ɐ
হ া ই ল া ই ট স ।,h ɐ ͡ i ̯ l ɐ ͡ i ̯ t ʃ ।
স ম ্ ম া ন ী,ʃ ɔ m m ɐ n i
ক ু শ প ু ত ্ ত ল ি ক া,k u ʃ p u t ̪ t ̪ o l i k ɐ
‘ আ র ও,‘ ɐ ɾ ɔ ͡ o ̯
স ্ ক ু ল গ ু ল ো,s k u l g u l o
স ্ ক ্ র ি ন ।,s k ɾ i n ।
ছ া ত ্ র া ব া স ে,c ʰ ɐ t ̪ ɾ ɐ b ɐ ʃ e
শ া হ া ব ু দ ্ দ ি ন,ʃ ɐ h ɐ b u d ̪ d ̪ i n
ন া ক ে র,n ɐ k e ɾ
ভ ে ট ি ং য় ে র,b ʱ e t i ŋ ʲ e ɾ
এ ল ে ই,e l e ͡ i ̯
ম হ া স ্ থ ব ি র ।,m ɔ h ɐ s t ̪ ʰ o b i ɾ ।
খ ি দ ি র প ু র,k ʰ i d ̪ i ɾ p u ɾ
ম ন ে,m o n e
s e e n,s e e n
স ো ন ম ে র,ʃ o n o m e ɾ
ই উ র ো প - আ ম ে র ি ক া র,i ͡ u ̯ ɾ o p o - ɐ m e ɾ i k ɐ ɾ
র ূ প র ে খ া য়,ɾ u p o ɾ e k ʰ ɐ ʲ
ব ি জ ্ ঞ া প ন ট ি,b i g g ɐ p o n t i
